name,physical_node_id,node_id,zone_id,node_type,control_type,x_coord,y_coord
,1,100855,0,0,,0,1000
,1,100856,0,0,,100,1000
,1,100857,0,0,,200,1000
,1,100858,0,0,,300,1000
,1,100859,0,0,,400,1000
,1,100900,1,1,,500,1000
,1,100901,1,0,,600,1000
,1,100902,1,0,,700,1000
,1,100903,1,0,,800,1000
,1,100904,1,0,,900,1000
,1,100905,1,0,,1000,1000
,1,100906,1,0,,1100,1000
,1,100907,1,0,,1200,1000
,1,100908,1,0,,1300,1000
,1,100909,1,0,,1400,1000
,1,100910,1,0,,1500,1000
,1,100911,1,0,,1600,1000
,1,100912,1,0,,1700,1000
,1,100913,1,0,,1800,1000
,1,100914,1,0,,1900,1000
,1,100915,1,0,,2000,1000
,1,100916,1,0,,2100,1000
,1,100917,1,0,,2200,1000
,1,100918,1,0,,2300,1000
,1,100919,1,0,,2400,1000
,1,100920,1,0,,2500,1000
,1,100921,1,0,,2600,1000
,1,100922,1,1,,2700,1000
,1,100923,1,0,,2800,1000
,1,100924,1,0,,2900,1000
,1,100925,1,0,,3000,1000
,1,100926,1,0,,3100,1000
,1,100927,1,0,,3200,1000
,1,100928,1,0,,3300,1000
,1,100929,1,0,,3400,1000
,1,100930,1,0,,3500,1000
,1,100931,1,0,,3600,1000
,1,100932,1,0,,3700,1000
,1,100933,1,0,,3800,1000
,1,100934,1,0,,3900,1000
,1,100935,1,1,,4000,1000
,1,100936,1,0,,4100,1000
,1,100937,1,0,,4200,1000
,1,100938,1,0,,4300,1000
,1,100939,1,0,,4400,1000
,1,100940,1,0,,4500,1000
,1,100941,1,1,,4600,1000
,1,100942,1,0,,4700,1000
,1,100943,1,0,,4800,1000
,1,100944,1,0,,4900,1000
,1,100945,1,0,,5000,1000
,1,100946,1,0,,5100,1000
,1,100947,1,0,,5200,1000
,1,100948,1,0,,5300,1000
,1,100949,1,0,,5400,1000
,1,100950,1,0,,5500,1000
,1,100951,1,0,,5600,1000
,1,100952,1,0,,5700,1000
,1,100953,1,0,,5800,1000
,1,100954,1,0,,5900,1000
,1,100955,1,0,,6000,1000
,1,100956,1,0,,6100,1000
,1,100957,1,0,,6200,1000
,1,100958,1,0,,6300,1000
,1,100959,1,0,,6400,1000
,1,101000,1,0,,6500,1000
,1,101001,1,0,,6600,1000
,1,101002,1,0,,6700,1000
,1,101003,1,0,,6800,1000
,1,101004,1,0,,6900,1000
,1,101005,1,0,,7000,1000
,1,101006,1,0,,7100,1000
,1,101007,1,0,,7200,1000
,1,101008,1,0,,7300,1000
,1,101009,1,0,,7400,1000
,1,101010,1,0,,7500,1000
,1,101011,1,0,,7600,1000
,1,101012,1,0,,7700,1000
,1,101013,1,0,,7800,1000
,1,101014,1,0,,7900,1000
,1,101015,1,0,,8000,1000
,1,101016,1,0,,8100,1000
,1,101017,1,0,,8200,1000
,1,101018,1,0,,8300,1000
,1,101019,1,0,,8400,1000
,1,101020,1,1,,8500,1000
,1,101021,1,0,,8600,1000
,1,101022,1,0,,8700,1000
,1,101023,1,0,,8800,1000
,1,101024,1,0,,8900,1000
,2,200855,0,0,,0,2000
,2,200856,0,0,,100,2000
,2,200857,0,0,,200,2000
,2,200858,0,0,,300,2000
,2,200859,0,0,,400,2000
,2,200900,0,0,,500,2000
,2,200901,0,0,,600,2000
,2,200902,0,0,,700,2000
,2,200903,0,0,,800,2000
,2,200904,0,0,,900,2000
,2,200905,0,0,,1000,2000
,2,200906,0,0,,1100,2000
,2,200907,0,0,,1200,2000
,2,200908,0,0,,1300,2000
,2,200909,0,0,,1400,2000
,2,200910,0,0,,1500,2000
,2,200911,0,0,,1600,2000
,2,200912,0,0,,1700,2000
,2,200913,0,0,,1800,2000
,2,200914,0,0,,1900,2000
,2,200915,0,0,,2000,2000
,2,200916,0,0,,2100,2000
,2,200917,0,0,,2200,2000
,2,200918,0,0,,2300,2000
,2,200919,0,0,,2400,2000
,2,200920,0,0,,2500,2000
,2,200921,0,0,,2600,2000
,2,200922,0,0,,2700,2000
,2,200923,0,0,,2800,2000
,2,200924,0,0,,2900,2000
,2,200925,0,0,,3000,2000
,2,200926,0,0,,3100,2000
,2,200927,0,0,,3200,2000
,2,200928,0,0,,3300,2000
,2,200929,0,0,,3400,2000
,2,200930,0,0,,3500,2000
,2,200931,0,0,,3600,2000
,2,200932,0,0,,3700,2000
